,RAW DATA
17741,empathy
17745,Modelling
17746,propulsion
17749,interfaces
17752,interfaces
17755,software documentation
17759,documentation
17768,Visio
17770,traceability
17771,verification
17772,validation
17773,fidelity
17774,simulation
17775,Bids
17781,AWS
17782,Docker
17784,Redis
17785,MongoDB
17786,Neo4j
17789,ElasticSearch
17791,TDD
17792,DDD
17796,proactivity
17800,DDD
17803,deployment
17808,GitLab
17811,JVM
17815,Git
17816,SQL
17817,NoSQL
17820,RabbitMQ
17825,Oracle
17827,queries
17833,Gitlab
17836,spatial data management
17843,specifications
17846,specifications
17847,schematic design
17849,Altium Designer
17863,Altium
17867,JavaScript
17877,CSS
17880,redis
17903,process redesign
17911,ACLS
17914,AJAX
17915,Javascript
17916,Angular
17917,Python
17920,CMDB
17923,JavaScript
17928,Rust
17935,craftsmanship
17937,data analytics
17941,GCP
17944,fixtures
17955,Fatigue
17961,sprint planning
17963,retrospectives
17967,reliability
17968,maintainability
17970,reliability
17973,documentation
17977,continuous integration
17978,deployment
17983,deadlines
17984,mentorship
17986,J2EE
17989,Tomcat
17990,SQL
17991,Eclipse
17993,Python
17994,HTML
18004,frameworks
18007,instrumentation
18010,cost optimization
18011,configuration
18013,Mentor
18016,databases
18017,networking
18018,DevOps
18034,Jenkins
18038,Git
18039,GitHub
18048,maintainability
18050,Docker
18051,PostgreSQL
18052,Apache Kafka
18056,fintech
18064,configuration
18068,FileNet
18069,JavaScript
18070,SQL
18071,application servers
18072,WebLogic
18073,WebSphere
18074,Tomcat
18075,Oracle
18077,Linux
18078,Unix
18079,Windows servers
18081,databases
18082,application servers
18084,Dynatrace
18085,monitors
18088,Kofax
18092,Appian
18094,DocuSign
18097,prototype
18099,troubleshooting
18100,technical documentation
18105,HTML
18106,JavaScript
18107,CSS
18109,jQuery
18110,jQuery UI
18111,Git
18113,frameworks
18114,APIs
18132,sensors
18136,persistence
18141,Python
18142,MongoDB
18143,RabbitMQ
18144,Redis
18145,AWS
18146,Microservices
18152,home automation
18154,AWS
18155,S3
18166,Maven
18168,Cucumber
18170,Hibernate
18171,MySQL
18172,GitHub
18174,OTT
18204,designing
18207,usability
18208,scalability
18209,reliability
18220,Python
18221,JavaScript
18222,Hibernate
18223,Reactjs
18226,Interpreter
18227,Prototype
18228,test automation tools
18229,Selenium Webdriver
18230,Appium
18231,JavaScript
18233,JUnit
18234,TestNG
18236,Jasmine
18238,TDD
18240,BDD
18241,Continuous Integration
18242,CI
18244,Jenkins
18250,algorithms
18255,Critical thinker
18258,frontend development
18260,CSS
18261,JS
18265,TDD
18273,revision
18275,web servers
18276,databases
18282,Docker
18285,emerging trends
18286,Announcements
18287,integrations
18288,graphic designers
18293,Typescript
18295,APIs
18299,Mentor
18302,Typescript
18303,JavaScript
18311,Git
18326,Python
18331,MySQL
18341,UI
18343,JavaScript
18348,Deployment
18349,IIS
18350,TFS
18352,Git
18355,SCRUM
18361,documentation
18366,QNX
18367,VxWorks
18386,JSON
18389,continuous integration
18391,Embedded Software
18393,protocols
18395,documentation
18396,Modelling
18397,Simulation
18398,Verification
18399,Validation
18410,Simulink
18413,MATLAB
18414,Python
18422,Javascript
18424,CSS
18425,SQL
18427,enquiries
18429,guides
18436,deadlines
18441,judgement
18463,MongoDB
18465,UFT
18470,SQL
18474,JIRA
18477,HP ALM
18478,HP LoadRunner
18479,Selenium
18481,UI
18483,Django
18484,NLP
18485,AWS
18486,S3
18491,Docker
18507,Citrix
18514,analytical skills
18516,Virtualization
18518,Networking
18527,MVC
18528,Web API
18531,ReactJS
18532,JQuery
18533,AngularJS
18534,Javascript
18537,frameworks
18543,relational databases
18544,PHP
18546,JavaScript
18547,REST API
18548,OAUTH
18550,OOP
18554,Scrum
18555,Kanban
18556,XP
18563,MySQL
18576,databases
18588,EMR
18589,S3
18592,Athena
18601,Alteryx
18602,Tableau
18603,Microsoft SQL
18604,Oracle
18605,Cognos
18609,upgrades
18615,deployment
18619,Bitbucket
18623,EMR
18624,S3
18627,Athena
18630,EC2
18632,Linux system administration
18637,EMR
18638,S3
18641,Athena
18644,EC2
18648,Jira
18649,Confluence
18651,agility
18653,deployment
18656,databases
18665,Spring MVC
18667,AMQP
18675,UX
18676,API
18687,MongoDB
18688,Cassandra
18689,Hadoop
18690,scalability
18693,Linux
18697,SVN
18698,GitLab
18703,basic SQL
18712,resiliency
18725,Instrumentation
18726,metrics
18728,resiliency
18731,automation
18732,orchestration
18733,Automation
18736,SOPs
18748,DevOps
18750,networking
18752,Python
18753,Ruby
18754,Bash
18755,Devops
18757,Integrations
18758,UNIX
18760,utilities
18766,interpersonal skills
18768,schedules
18769,SLA
18772,Maven
18773,Sonar
18786,mentorship
18787,continuous process improvement initiatives
18798,Eclipse
18802,Jenkins
18803,Maven
18806,docker
18814,OOAD
18821,core Java
18822,Hibernate
18830,HTML
18831,CSS
18832,javascript
18833,jquery
18840,OOP
18841,MVC
18850,XML
18851,JSON
18852,AJAX
18853,RDBMS
18854,NoSQL
18856,Git
18857,JIRA
18859,queries
18860,scripting
18861,agility
18862,Excellent interpersonal skills
18866,CSS
18868,Bootstrap
18873,WCF
18877,SSIS
18878,SSRS
18885,SQL Server Reporting Services
18886,SSRS
18887,SQL Server Integration Services
18888,SSIS
18894,CDC
18895,Replication
18899,metadata management
18907,prioritization
18909,specs
18920,Maven
18921,Jenkins
18922,Jira
18923,git
18924,XML
18925,JSON
18927,TDD
18928,BDD
18929,Restful Webservices
18931,Apache Tomcat
18936,Agile
18937,DevOps
18939,Qualification
18940,ServiceNow
18943,Service Catalog
18948,Rest API
18954,Git
18955,SVN
18959,firmware
18964,middleware
18968,technical documentation
18973,test scripts
18975,firmware
18984,Python
18985,FreeRTOS
18992,UART
18993,I2C
18994,USB
18998,servo control
18999,stepper motors
19000,vacuum pumps
19009,Ethernet
19011,GIT
19023,Hive
19024,Impala
19035,vendors
19044,Elasticsearch
19047,MongoDB
19048,Cassandra
19049,SQL
19050,designing
19051,microservices
19054,performance tuning
19056,HTML
19057,JavaScript
19059,MS SQL Server
19062,Typescript
19063,Angular
19069,JQuery
19070,SQL
19072,Databases
19073,Oracle
19076,GIT
19077,JENKINS
19082,SDLC
19084,organizational skills
19098,Relational Databases
19099,SQL
19100,ORM
19102,Hibernate
19103,DBA
19113,frameworks
19115,Angular
19116,Node
19119,CouchDB
19120,Cassandra
19121,MongoDB
19122,containers
19124,Docker
19128,ADFS
19137,DNS
19139,OAuth
19143,python
19144,perl
19145,Ansible
19148,GIT
19149,JavaScript
19155,Jenkins
19157,TeamCity
19159,Azure
19167,escalation
19169,service continuity
19172,reliability
19173,coordination
19174,exhibitions
19177,telco
19179,Linux
19183,FTP
19184,RTSP
19185,TCP
19187,HTML
19189,IPTV
19192,VMware
19193,AWS
19194,Azure
19195,Hindi
19198,Autonomy
19199,milestones
19203,JS
19206,HTML
19208,CSS
19209,CSS3
19213,responsive design
19219,Continuous Integration
19220,CI
19222,Bamboo
19224,reliability
19225,scalability
19229,teamwork
19235,testers
19236,HTML
19237,CSS
19238,SQL
19244,Bootstrap
19245,CSS
19246,HTML
19247,Typescript
19248,NPM
19249,Backend
19251,Automation
19252,AutoIT
19257,integrations
19263,Python
19264,Perl
19265,Ruby
19273,Strong organizational skills
19278,operational excellence
19279,Frontend
19285,Cordova
19290,Backend
19295,Apache Cordova
19300,Typescript
19301,AWS
19303,data warehousing
19311,CRM
19312,ERP
19313,scalability
19314,reliability
19318,consistency
19322,analysts
19325,query tuning
19326,queries
19342,Python
19346,problem solving
19351,continuous integration
19353,Jenkins
19357,automation tools
19360,AWS
19361,Azure
19364,Docker
19366,scripting
19367,Python
19368,Bash
19369,Agile Development
19371,Github
19372,Bitbucket
19376,AWS
19377,Azure
19378,configurations
19383,MVC architecture
19387,AWS
19388,Azure
19390,Git
19391,SVN
19394,TDD
19395,BDD
19400,scheduling
19405,Python
19406,APIs
19407,frameworks
19411,Flask
19421,secure coding
19425,mentor
19426,Cocos2d
19431,frameworks
19441,LIN
19442,J1939
19444,Certifications
19447,Certifications
19458,Linux
19468,deliveries
19469,documentation
19472,Honesty
19504,logging
19506,Relational Databases
19508,JSON
19510,Angular
19512,AWS
19513,GCP
19514,Azure
19516,API
19531,protocols
19533,Scala
19535,Spark
19538,Scala
19539,Core Java
19547,Spark
19548,Scala
19550,Analytics
19555,scripting
19566,client coordination
19571,Agile methodology
19572,JIRA
19580,databases
19583,metrics
19587,accountability
19592,MongoDB
19593,devops
19595,databases
19596,automation tools
19597,Linux
19598,Scripting
19605,JMX
19614,frontend development
19616,Javascript
19617,HTML
19618,CSS
19620,frameworks
19628,algorithms
19635,APIs
19636,middleware
19639,Cassandra
19640,Redis
19641,Riak
19642,HBase
19643,RDBMS
19647,queries
19649,Angular
19662,Agile methodologies
19669,SQL
19672,operational efficiency
19677,Docker
19678,Containers
19680,Python
19681,Jenkins
19687,GCP
19688,AWS
19695,ETL
19697,RDBMS
19699,Presto
19700,Hive
19701,Spark
19706,SQL
19707,Python
19709,SaaS
19710,PaaS
19714,velocity
19728,PHP
19729,Python
19731,configuration
19733,ARP
19734,DHCP
19736,DNS
19737,routing
19738,iptables
19740,troubleshooting
19745,Configuration
19747,Automation
19749,deployment
19760,Automation
19764,Firewalls
19768,HIPAA
19770,Drupal
19775,responsiveness
19778,technical documentation
19779,analysts
19785,JavaScript
19786,XML
19788,JavaScript frameworks
19791,databases
19797,Organizational skills
19799,backend development
19802,JavaScript
19803,ReactJs
19805,Microservices
19807,SCRUM
19808,KANBAN
19809,databases
19810,SQL Server
19811,Oracle
19814,stakeholder management
19818,Angular
19819,Javascript
19820,HTML
19821,CSS
19825,Jenkins
19828,Scripting
19829,Python
19837,visualization
19839,scalability
19841,scalability
19846,deployment
19849,scalability
19853,deadlines
19861,algorithms
19865,Docker
19868,Linux
19869,GCP
19870,AWS
19878,Redis
19879,MongoDB
19883,Clustering
19887,RabbitMQ
19888,Redis
19890,specification
19891,quality assurance
19892,documentation
19897,Xcode
19901,SDK development
19902,GWT
19903,jQuery
19906,UI automation
19908,NoSQL
19910,documentation
19911,Troubleshooting
19914,Hibernate
19916,Databases
19918,JIRA
19919,Maven
19921,Git
19923,Docker
19924,Gradle
19925,Core Java
19926,Maven
19928,Javascript
19930,Angular
19931,SQL
19932,NoSql
19933,Hibernate
19935,JPA
19936,Shell Scripting
19938,JSON
19941,AWS
19952,microservices
19954,RabbitMQ
19956,Relational Databases
19957,SQL
19959,JPA
19961,JUnit
19962,TestNG
19964,Git
19966,Maven
19969,AWS
19970,containerization
19976,proactivity
19977,scalability
19980,frontend development
19982,Docker
19991,Web API
19992,microservices
19998,Asp
20002,Microservices
20005,SQL
20008,Angular
20009,JavaScript
20010,HTML
20011,CSS
20013,Grunt
20014,Gulp
20030,JavaScript
20034,responsiveness
20036,automation
20042,Hibernate
20052,Apache zookeeper
20056,Jira
20059,authorization
20062,Laravel
20068,integrations
20069,Laravel
20072,APIs
20074,MySQL
20075,Javascript
20078,ECMAScript
20082,AWS
20083,Microsoft Azure
20093,Automation
20094,Azure
20097,Ansible
20098,DevOps
20102,iTunes
20111,GitLab
20114,Azure
20116,deployment
20122,AWS
20124,IaaS
20125,PaaS
20126,SaaS
20127,Docker
20128,Linux
20132,Penetration Testing
20135,Git
20141,Analytics
20147,Cybersecurity
20154,Splunk
20162,DNS
20163,firewalls
20167,JavaScript
20168,Python
20169,Unix
20170,regular expressions
20174,Dashboards
20178,troubleshooting
20179,problem solving
20180,interpersonal skills
20190,emerging technologies
20195,HTML
20196,CSS
20197,JavaScript
20198,deployment
20208,Ionic Framework
20212,CSS3
20213,Javascript
20222,process mapping
20227,functional specifications
20228,OOD
20229,HTML
20230,XML
20235,docker
20236,Angular
20238,functional specifications
20244,CSS3
20245,SASS
20246,Bootstrap
20260,Git
20263,javascript
20265,REST API
20276,SSIS
20280,JQuery
20281,CSS3
20282,JavaScript
20286,Web API
20294,J2EE
20296,MVC architecture
20299,CSS
20300,JSP
20301,JSTL
20302,JavaScript
20303,frameworks
20304,DB2
20305,PostgreSQL
20306,JMS
20307,EJB
20314,Crucible
20315,HTML
20316,JSP
20317,JSTL
20318,CSS
20319,JQuery
20321,JMS
20331,queries
20344,DBT
20348,Oracle DB
20353,csv
20356,API
20357,documentation
20364,queries
20369,Tableau
20375,Coding
20379,QA
20383,Core Java
20385,MySQL
20386,Sonar
20387,Jenkins
20389,Jira
20391,JUnit
20404,Django
20407,DDS
20415,OOPs
20416,Django
20417,Python
20418,Websockets
20419,DDS
20420,REST API
20421,AWS
20428,firmware
20430,deployment
20431,microcontrollers
20432,CORTEX
20433,SoC
20436,DeviceNet
20441,verification
20442,scalability
20446,modification
20447,optimization
20448,diagnostics
20468,Eclipse
20470,GCC
20471,firmware
20472,specifications
20476,RTOS
20489,PID
20492,LIN
20494,SPI
20495,I2C
20501,Simulink
20503,Multimeter
20507,HTML
20508,CSS
20509,JavaScript
20510,JQuery
20511,JSON
20512,AJAX
20513,Python
20514,VHDL
20517,deadlines
20535,RDBMS
20540,Git
20541,Docker
20542,Jenkins
20546,Logging
20549,API
20551,documentation
20556,JMS
20557,specification
20560,scalability
20564,Object Oriented Programming
20566,HTML
20568,JavaScript
20572,networking
20573,analyzing
20574,Virtualization
20576,protocols
20577,DNS
20578,SQL
20589,Coding
20598,WinForms
20599,WPF
20601,OOAD
20612,jQuery
20613,JSP
20614,Servlet
20615,Core Java
20618,ORM
20619,Hibernate
20621,Oracle
20622,ReactJS
20624,Typescript
20627,HTML
20628,JavaScript
20630,frameworks
20632,Web API
20633,HTML
20643,SQL
20644,Data Profiling
20645,categorization
20647,Python
20649,AWS
20650,Azure
20651,GCP
20652,integrations
20654,Microservices
20658,APIs
20659,Salesforce
20660,Zoho
20661,Mailchimp
20662,Infusionsoft
20663,Xero
20664,Quickbooks
20665,Shopify
20675,OAuth
20677,encryption
20680,Salesforce
20681,Zoho
20682,Mailchimp
20683,Xero
20684,Quickbooks
20685,Shopify
20696,SAP Business Objects
20697,Oracle
20699,estimation
20700,defect management
20704,Oracle
20705,SQL Server
20717,deployment
20720,Python
20724,GCP
20729,Jenkins
20735,integrations
20736,CMS
20737,CRM
20738,ERP
20745,QA
20746,regression testing
20750,MIS
20762,JavaScript
20763,JQuery
20764,AJAX
20765,XML
20766,JSON
20769,XML
20770,data manipulation
20774,responsive web design
20778,Magento
20780,Hybris
20784,scrum
20787,organizational skills
20789,interpersonal skills
20792,architectures
20793,integrations
20797,usability
20800,JavaScript
20801,jQuery
20807,Photoshop
20811,deployment
20814,documentation
20816,documentation
20821,JavaScript
20823,SQL
20824,XML
20827,Unix
20828,Linux
20830,Databases
20831,Oracle
20832,Sybase
20833,MSSQL
20834,MySQL
20836,LDAP
20837,SAP
20840,Oracle
20841,IBM
20842,Novell
20844,RBAC
20845,documentation
20849,test scripts
20863,devops
20866,NodeJS
20868,cryptography
20872,integrations
20876,alignment
20880,relational databases
20882,PostgreSQL
20883,RPC
20886,Jira
20887,Jenkins
20896,SDLC
20897,agile methodologies
20899,DevOps
20902,Mainframe
20903,Oracle
20906,UI
20908,UI
20910,UI
20914,UI
20917,UI
20920,Python
20934,Linux
20935,DoD
20936,IC
20937,containerization
20939,Docker
20942,Git
20944,JIRA
20950,CDI
20951,Servlet
20952,JavaScript
20953,TypeScript
20955,CSS3
20957,Git
20961,QA
20964,estimating
20965,upgrades
20971,RPGLE
20986,Analytics
20992,AWS
21001,databases
21002,Microsoft SQL Server
21003,architectural patterns
21004,Cloud computing
21010,workshops
21012,empathy
21022,Git
21024,Teamwork
21025,Analytical Skills
21028,presenter
21029,credibility
21033,suppliers
21034,organizing
21035,trainings
21036,Mentor
21046,JavaScript
21047,frameworks
21062,GitLab
21063,JIRA
21066,AWS
21072,mentorship
21082,DevOps
21085,Automation
21088,Kanban
21094,ERP
21095,CRM
21098,Sage
21103,VBA
21105,RDBMS
21106,JavaScript
21107,jQuery
21108,jSon
21111,XML
21112,Web API
21113,PHP
21114,CSS
21115,HTML
21128,Microsoft Azure
21132,XP
21134,Scrum
21135,Kanban
21142,messaging
21144,Scrum
21149,GCP
21153,Containers
21154,Microservices
21163,OOP
21175,AWS
21179,TypeScript
21185,CSS3
21186,JSON
21187,XML
21188,MVC
21190,Entity Framework
21191,Azure
21192,specifications
21204,SQL
21205,scripting
21211,algorithms
21217,EC2
21219,S3
21222,greenfield projects
21223,Struts
21225,Relational Databases
21232,Guice
21236,DSL
21237,DDD
21239,data analytics
21243,Spark
21249,complex problem solving
21251,problem solving
21255,structuring
21258,clustering
21259,PCA
21260,SVM
21262,regression
21263,neural networks
21268,Python
21269,Matlab
21270,Spark
21273,Javascript
21275,Tableau
21278,Spark
21280,IoT
21291,Ruby
21292,Rails
21293,Heroku
21296,Agile methodologies
21298,certification
21315,Strong work ethic
21316,compassion
21319,suppliers
21320,Strategic thinker
21327,Maths
21331,JavaScript
21332,Python
21340,JavaScript
21359,JIRA
21363,documentation
21364,Linux
21366,JIRA
21367,Confluence
21371,queries
21372,CCTV
21375,Servicing
21380,interfaces
21382,functional programming
21388,XCode
21391,Firebase
21394,APIs
21395,Apollo
21404,automation
21414,deployment
21415,maths
21416,coding
21418,TypeScript
21421,deployment
21426,Typescript
21432,numeracy
21435,maths
21449,data modelling
21450,automation
21453,Analytics
21456,pipelines
21465,penetration testing
21467,SQL
21468,Python
21473,agile methodologies
21474,coding standards
21475,AWS
21476,GCP
21477,Azure
21478,Python
21479,SQL
21481,DBT
21484,frameworks
21485,Flask
21486,Django
21487,API development
21489,Agile methodology
21494,JavaScript
21496,JSP
21497,JMS
21498,J2EE
21499,Hibernate
21500,CSS
21501,DHTML
21502,HTML
21503,XML
21504,authorization
21505,PKI
21507,JIRA
21508,Confluence
21509,Git
21510,GitLab
21511,corrective actions
21514,usability
21515,usability
21527,HTML
21528,CSS
21529,JavaScript
21530,TypeScript
21533,Openness
21542,structured cabling
21550,Python
21552,Scripting
21553,Python
21557,frameworks
21564,Github
21565,Jenkins
21566,Gradle
21569,APIs
21571,usability
21577,UI automation
21579,automation
21583,Git
21584,Jenkins
21586,responsiveness
21587,Cocoa Touch
21591,performance tuning
21593,tuning
21597,Git
21598,SVN
21600,QA
21603,JavaScript
21604,HTML
21608,Bootstrap
21611,NPM
21614,JQUERY
21615,Typescript
21619,JIRA
21622,git
21623,Bitbucket
21625,Adobe Photoshop
21626,Indesign
21629,CSS
21635,Twig
21642,upgrades
21648,refactoring
21656,Docker
21657,Gradle
21658,Microservices
21663,problem solving
21666,HTML
21667,CSS
21671,Stakeholder Engagement
21675,HTML
21682,deployment
21685,monitors
21686,adjustments
21689,verification
21716,Agile
21717,Scrum
21719,Confluence
21720,Jira
21721,Testrail
21722,Trello
21723,PMC
21724,Sharepoint
21725,GitLab
21726,SVN
21731,databases
21736,DMS
21739,system implementations
21743,DMS
21745,SQL
21746,Oracle
21747,Socket Programming
21755,Python
21758,AWS
21760,BDD
21762,MySQL
21764,Docker
21768,APIs
21781,AutoCAD Electrical
21786,WordPress
21787,Teamwork
21789,deadlines
21806,Git
21808,UI testing
21813,Bash scripting
21819,Networking skills
21821,routing
21823,PoE
21824,WLAN
21825,MPLS
21829,VMWare
21833,Veeam
21838,SharePoint administration
21845,documentation
21846,SoW
21847,PID
21849,documentation
21856,alignment
21861,sprint planning
21862,retrospectives
21869,SOQL
21876,SQL
21880,mindset
21882,Certifications
21887,Azure
21889,deployment
21891,automation
21907,Laravel
21908,Symphony
21910,MySQL
21911,Git
21915,DevOps
21916,automation
21917,Linux
21918,VMware
21920,Docker
21922,Ansible
21923,deployment
21926,scripting
21927,databases
21928,application servers
21930,routing
21942,automation
21944,roadmap
21945,AWS
21946,scripting
21949,networking
21952,automation
21954,mentoring
21957,confidentiality
21960,corrective action
21963,regulatory compliance
21965,Persuasion
21974,embedded software
21976,deployment
21977,deployment
21978,maintainability
21980,documentation
21981,specifications
21993,Python
21999,SQL
22000,Python
22009,Python
22015,SQL
22016,Python
22036,troubleshooting
22037,consistency
22038,troubleshooting
22055,maintainability
22073,diagnostics
22074,Python
22075,SQL
22081,GPRS
22083,Visio
22086,networking
22090,modifications
22094,connectivity
22096,supervision
22101,Middleware
22102,databases
22107,Apache
22108,SQL Server
22109,Oracle
22110,AWS
22111,Linux
22113,cloud computing
22114,automation
22123,PHP
22126,Builders
22128,optimization
22129,scalability
22134,Azure
22135,AWS
22139,integrations
22140,SQL Server
22141,PostgreSQL
22142,RabbitMQ
22144,Octopus
22145,Gitlab
22146,Microservices
22147,Docker
22148,GitHub
22149,Confluence
22150,Jira
22151,ElasticSearch
22154,AWS
22156,Problem solver
22160,troubleshooting
22162,frameworks
22172,effort estimation
22173,maintainability
22179,deployment
22186,frameworks
22188,microservices
22189,AWS
22190,Azure
22191,GCP
22193,algorithms
22198,authentication
22199,messaging
22201,RabbitMQ
22203,job scheduling
22204,SQL
22206,data modeling
22213,automation
22215,ERP
22216,SAP
22217,Oracle
22218,Netsuite
22224,Docker
22232,workshops
22239,tooling
22251,coding
22252,python
22253,specifications
22254,fintech
22256,workshops
22259,fintech
22260,vendor
22261,consultancy
22266,Apache Kafka
22267,RDBMS
22271,Python
22272,Docker
22276,AWS
22282,networking
22288,networking
22289,Telecommunications
22295,XP
22300,hydraulics
22306,APIs
22307,microservices
22310,Groovy
22313,Couchbase
22314,MongoDB
22319,OCR
22322,NLP
22323,ML
22324,documentation
22325,deliverables
22329,consistency
22332,provisioning
22333,tuning
22338,Paychex
22341,vendor
22344,documentation
22351,documentation
22354,Python
22356,APIs
22358,SQL
22362,web scraping
22368,PDF
22376,scalability
22378,integrations
22379,VMware ESX
22382,PHP
22386,algorithms
22387,Linux
22388,shell scripting
22395,VirtualBox
22396,KVM
22398,PHP
22399,Apache
22400,Symfony
22401,NGINX
22403,zfs
22408,authentication
22416,documentation
22417,technical manuals
22419,Monitors
22420,patents
22421,mentor
22422,performance metrics
22431,discretion
22433,overtime
22437,Python
22438,databases
22439,MySQL
22440,PostgreSQL
22441,MongoDB
22442,Redis
22444,Docker
22456,integrations
22458,documentation
22460,vendors
22462,feasibility studies
22464,automation
22465,sensors
22466,actuators
22473,specification
22477,VB
22478,MFC
22486,UI
22488,diagnostics
22492,EDA
22498,AWS
22499,data analytics
22505,Apache Spark
22507,data modelling
22511,Redis
22512,MongoDB
22515,EC2
22516,EMR
22517,S3
22519,Python
22526,organizational skills
22529,Git
22531,budgets
22534,AWS
22535,Microsoft Azure
22536,automation
22538,virtualization
22540,IAM
22541,EC2
22542,S3
22543,Directory Services
22550,VMware vSphere
22556,vSphere
22557,vCenter
22569,IBM
22573,XenApp
22574,Netscaler
22588,scheduling
22593,remediation
22606,oral and written communication skills
22610,vendors
22611,NOC
22612,Logistics
22614,installations
22618,NOC
22619,configurations
22621,installations
22622,vendors
22629,CPE
22630,PE
22634,templates
22636,configurations
22646,ISO
22647,ISO
22648,ISO
22652,rollout
22654,deployment
22666,Microsoft Azure
22669,Git
22670,GUI
22673,Generators
22674,compressors
22675,pumps
22676,switchgear
22678,electrical installation
22679,generators
22680,generators
22686,docker
22689,Jenkins
22692,microservices
22695,junit
22696,SQL
22697,Oracle
22699,SQL server
22700,PostgreSQL
22705,Azure
22710,copper cabling
22720,architectural drawings
22723,specifications
22728,Fibre
22729,JavaScript
22730,TypeScript
22733,Test automation
22743,quotations
22744,Fatigue
22747,fatigue testing
22751,CSV
22755,CSV
22758,CSV
22760,GAMP
22765,SCADA
22780,validation
22781,deployment
22788,assessments
22789,audits
22790,deviations
22791,CAPA
22793,revisions
22796,equipment procurement
22801,architects
22802,frameworks
22806,integrations
22811,HCM
22814,Typescript
22817,IoT
22820,Curiosity
22828,JavaScript
22829,AJAX
22831,JavaScript
22832,grunt
22833,gulp
22840,IIS
22844,Entity Framework
22845,MVS
22846,LINQ
22847,API development
22859,Rest API
22865,SSIS
22868,Python
22869,Azure
22870,test automation
22872,configuration management
22877,Full UK Driving Licence
22883,PPM
22886,reliability
22906,Maths
22910,certification
22911,electrical installations
22918,Supervisory experience
22925,analytics
22929,functional specifications
22935,mentoring
22939,Node
22949,Jira
22950,Gitlab
22952,SQL
22953,databases
22955,AWS
22956,GCP
22979,XP
22985,utilization
22988,troubleshooting
22993,Active Directory
22995,SLA
23007,Git
23008,packaging
23009,GNU tools
23012,algorithms
23015,CUDA
23017,GNU tools
23026,Perforce
23027,Git
23028,CVS
23029,SVN
23031,compilers
23032,Linux
23039,CRM
23045,Wordpress
23046,Woocommerce
23050,budgets
23051,timelines
23058,Angular
23061,CSS
23064,Jenkins
23065,Maven
23076,MVVM
23078,GIT
23080,Agile software development
23082,DevOps
23085,PHP
23089,JS
23090,testers
23094,Python
23095,Prioritisation
23096,organisational skills
23098,Problem Solving
23099,Adaptability
23109,dashboards
23112,Microsoft Azure
23114,verbal communication skills
23117,Leisure
23118,algorithms
23121,exceptional customer service
23128,wireframes
23129,WordPress
23130,CSS
23134,Pardot
23138,Photoshop
23143,WooCommerce
23144,WordPress
23146,CSS
23147,JavaScript
23148,GIT
23154,XML
23155,AJAX
23156,jQuery
23162,SaaS
23166,PowerShell
23167,JavaScript
23168,Python
23172,documentation
23174,IAM
23175,IAM
23185,SSO
23187,Microsoft Active Directory
23193,JavaScript
23194,Python
23197,APIs
23200,APIs
23202,API
23203,middleware
23208,prototyping
23209,coding
23210,deployment
23212,APIs
23213,integrations
23214,Agile methodology
23215,APIs
23219,API
23220,configurations
23224,API development
23233,APIs
23244,Cassandra
23246,NoSQL
23248,SIEM
23251,networking
23255,analytics
23256,intrusion detection
23262,mentoring
23266,data warehousing
23276,SQL
23279,SSAS
23280,SSRS
23281,ETL tools
23282,SSIS
23288,confidentiality
23293,Apache Spark
23296,AWS
23297,Ansible
23300,Oracle
23307,SQL
23309,organisational skills
23310,coding
23311,debugging
23312,modification
23313,technical documentation
23316,configuration management
23319,documentation
23321,specifications
23324,deliverables
23330,Python
23333,documentation
23341,Designing
23347,Tooling
23355,timelines
23366,EMEA
23367,APAC
23370,modeling
23374,onboarding
23382,JMeter
23392,Nagios
23393,Graphite
23396,optimization
23397,modernization
23398,modernization
23399,milestones
23400,architects
23402,vendors
23418,WebSphere MQ
23424,EC2
23446,JavaScript
23447,WebGL
23462,PHP
23464,Git
23465,SVN
23469,SQL
23470,Python
23471,Docker
23474,AWS
23475,GCP
23476,DBT
23481,Teamwork
23485,Core Java
23486,mentor
23487,low latency
23489,continuous integration
23490,automation testing
23495,Core Java
23499,queries
23502,APIs
23504,Node
23505,js
23507,Git
23510,AWS
23511,Microservices
23514,Docker
23517,Accountability
23528,remediation
23534,linux
23536,Varnish
23542,AWS
23543,Docker
23545,Bash
23546,python
23547,ruby
23548,agility
23551,AWS
23552,Azure
23554,remediation
23563,Docker
23568,Jenkins
23572,CSS3
23579,CSS3
23582,Responsive Design
23583,sass
23585,processors
23586,usability
23587,accessibility
23588,progressive enhancement
23593,Photoshop
23594,Illustrator
23596,Ruby
23597,Rails
23598,Gulp
23599,Grunt
23600,Bower
23601,npm
23605,Mailchimp
23611,QA
23615,BDD
23616,TDD
23631,Cucumber
23640,deployment
23655,SQL
23658,Git
23659,Jira
23660,BitBucket
23670,Oracle RDBMS
23674,coding
23676,HTML
23677,CSS
23679,Microsoft SQL Server
23680,PostgreSQL
23682,Pipelines
23683,AWS
23684,Azure
23685,Git
23691,eCommerce
23698,resource estimation
23699,timelines
23707,Mentor
23714,statistical programming
23717,automation
23733,Mentor
23744,accessibility
23748,Docker
23752,ETL
23756,SSIS
23758,SSRS
23767,CSV
23768,XML
23769,JSON
23776,JavaScript
23778,PowerShell
23779,Python
23787,scalability
23788,algorithms
23789,Golang
23790,mentorship
23806,upgrades
23808,assurance
23812,queries
23813,stored procedures
23816,SCRUM
